x,y,z
-2950,16284,-4250
-10211,20420,-6168
-19868,24186,-7617
-29580,26377,-7708
-32768,27220,-6187
-32768,27181,-4381
-32687,26257,-2882
-32521,24639,-549
-28633,24293,2573
-24121,23234,3734
-20587,22151,3768
-17352,20471,3630
-14686,18333,2907
-12428,16170,2233
-9111,14158,2185
-5228,12096,2765
-1282,10100,3322
2107,8412,3448
5009,6690,3376
8874,4873,3169
13989,3108,3376
19778,1548,4244
25973,548,5836
31648,89,8070
32767,-109,10200
32740,-204,11583
32733,33,11113
31847,713,8240
26887,1536,5578
21603,2693,4139
16777,4024,2980
12390,5809,1881
8755,8190,412
5147,11289,-1146
919,14246,-2045
-4031,16251,-2199
-9930,18229,-2303
-16712,20566,-2277
-24209,23035,-2474
-31183,25009,-2425
-32768,26140,-1899
-32750,25641,-323
-32722,24094,2189
-32353,22886,5033
-28980,21818,6618
-24953,20622,6741
-21069,19239,6161
-17735,17161,5274
-14225,15277,4090
-10769,13373,3334
-6634,11213,3116
-1717,8730,3275
3075,6088,3654
8456,3555,3727
15062,1740,3547
22128,594,3939
29564,108,5215
32767,421,6674
32767,1504,7786
32691,2147,8251
32767,1541,7205
32454,500,5135
29003,203,3603
24441,1096,2886
20836,1733,2988
17554,2852,3441
14236,5226,2983
10039,8051,1532
4806,10827,-53
-1438,13798,-1563
-9000,17003,-2850
-17495,20434,-3770
-25971,23148,-4208
-32473,25382,-3788
-32768,26154,-2689
-32682,25440,-869
-32750,23937,1517
-32726,22751,5022
-30690,21657,7360
-26676,20470,7314
-22900,19686,6195
-20005,17816,5024
-16369,15455,4047
-12298,13281,3352
-7988,11309,3158
-3352,8905,3419
1412,6142,3510
6816,3710,3618
13005,1744,3543
20007,396,3895
27369,78,4810
32767,-6,6376
32767,-317,8393
32677,-623,10315
32761,-741,11124
32738,-937,9973
30308,-973,7200
24993,672,4908
19878,1892,3363
15448,3080,2768
11845,5664,1908
8512,9205,262
4459,12758,-1178
-818,16424,-2683
-8444,19965,-4006
-19012,23626,-5061
-30092,26645,-5493
-32768,27671,-4890
-32750,27346,-3075
-32692,25661,-360
-32760,23669,3854
-30552,22578,8004
-26422,21080,8199
-21713,20040,7168
-17910,18240,5938
-14570,15907,4887
-11059,13977,4090
-7654,11917,3441
-3224,9600,3518
1650,6694,3579
7252,4189,3725
13627,1840,4263
20726,272,5309
28296,-323,6546
32767,-212,7656
32767,-185,9083
32677,-882,10278
32767,-1755,10183
32557,-2407,8655
29327,-2241,6517
24248,-1111,4825
19853,385,3647
16091,3147,2569
12220,6802,879
7063,10640,-862
250,14240,-2682
-7865,17715,-4380
-17668,21773,-6282
-28381,26139,-7785
-32768,28971,-7733
-32768,29808,-6696
-32661,28484,-4309
-32768,26312,-405
-32332,24018,3423
-27327,22880,8119
-23308,21789,6779
-18606,20746,5112
-14792,18289,3824
-11478,15417,2482
-7967,13110,1933
-3467,10613,2097
1713,7909,2650
7025,5097,3443
12793,2280,4617
18661,-313,5974
25205,-2074,7569
31691,-2718,9372
32767,-2920,11217
32721,-2930,12576
32732,-2685,12751
32767,-2165,10872
30578,-1962,8397
24737,-1214,6751
19135,552,5173
14308,3249,3282
9945,6853,1102
5294,11097,-1454
-819,15529,-3937
-8426,19483,-5993
-17394,23176,-7203
-26397,26391,-7074
-32736,28057,-5697
-32768,28256,-3555
-32676,27751,-1283
-32727,26616,1726
-30614,25271,4899
-26670,23553,5943
-22516,21935,5608
-18405,19997,4900
-14964,17289,4361
-11094,14754,4219
-7215,12449,4184
-2959,9946,4372
1975,7099,4939
6867,4701,5179
11919,2599,5184
17932,376,5886
24918,-1443,7707
31281,-2427,9721
32767,-2880,11225
32757,-2872,12177
32725,-2899,11983
32728,-3043,10100
30259,-2927,7605
25050,-2021,5931
20376,-718,4701
16090,1238,3759
11892,4197,2241
7512,7945,-190
1548,12230,-2619
-5981,16794,-4899
