x,y,z
7111,17163,1271
7773,16505,2274
8743,15917,2947
9177,16078,2875
9641,17546,2010
9060,20244,608
7131,22845,-854
5061,24616,-1727
3784,25614,-1751
3426,25869,-1117
3878,25622,-182
4118,25857,367
2856,26563,231
873,27475,-173
-1368,28203,-967
-2825,28872,-1726
-3727,29737,-2414
-4785,30302,-2585
-6077,30006,-2525
-7119,29876,-2564
-8366,29862,-2766
-9497,29477,-2994
-10447,28940,-3772
-11052,28347,-4570
-10797,27284,-4867
-9957,25991,-4753
-9053,24764,-4491
-8094,23843,-4533
-7709,23081,-4468
-7629,22159,-4198
-8069,20844,-3766
-8535,19478,-2962
-8935,17981,-2127
-8996,16624,-1255
-8971,15669,-711
-9257,15028,-352
-9721,14738,-65
-10093,14432,26
-10305,14116,132
-10265,13919,184
-9934,13562,196
-9624,13050,429
-9420,12377,951
-9016,11690,1545
-8669,10998,2192
-8359,10663,2802
-8390,10615,3193
-8610,10982,3040
-8802,11396,2706
-8949,11601,2452
-9114,11308,2561
-9290,10799,2699
-9081,10144,2776
-8053,9480,3091
-6820,8357,3615
-5807,7529,4228
-4515,7165,4849
-3855,7227,4990
-4036,7476,4804
-4514,7636,4547
-4869,7677,4372
-4471,7703,4212
-3520,7230,4469
-2602,6361,4942
-2025,5524,5632
-1439,5020,6200
-890,4680,6585
-436,4508,6704
607,4836,6456
1724,5107,6359
2608,5042,6161
3590,5018,5602
4887,4964,5111
6457,4834,5148
7713,4571,5539
8384,4785,5655
8389,5334,5664
7753,6041,5419
7100,7146,4403
7024,8532,3337
7380,9430,2551
7568,9966,2150
7463,10188,2116
7696,9794,1915
8648,9072,2191
10206,8972,2386
11704,9468,2490
12177,10599,2179
11341,11972,1790
9607,13058,1542
8442,14301,1100
7514,15257,704
7612,15637,783
9081,16141,720
10515,16905,801
11234,18017,1070
10727,19281,1106
9742,21669,-78
9288,24803,-1755
8529,26886,-3378
7647,28033,-4307
7165,28229,-4336
6851,28093,-3825
6287,27737,-3485
5455,28092,-3684
